Uuid,Void/Retire,Fully specified name:en,Short name:en,Same as mappings,Description:en,...,_version:1,_order:119,Data class,Data type,Answers
7f48a927-f7c6-4d6a-8ae7-aa27498dd2d3,,Other injuries,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
26041f99-052e-4fb6-886a-ad1c00ff6d58,,Sexual Violence,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
d43768ec-ff27-48c5-b902-1a7c0a02b080,,Other Bites,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
79655b3d-3d69-4004-8a1a-57ee44058301,,"Diabetes,Diabetes",,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
bf3bbda3-8b03-47b4-b084-279d97d1741a,,Other Convulsive Disorders,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
12ee2bfd-069a-4d6b-93ff-44ecbdee3347,,Autism,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
bfe0e91e-2fe8-4df0-84b5-7a64eddd601b,,Tryponosomiasis,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
ace824cd-354e-4024-b778-593bc5bfab01,,Chikungunya,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
f5d75803-a7df-4a69-9625-8c348de8b1b4,,Suspected anthrax,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
e87f7b21-24d9-4229-b99d-414ee7b260b1,,Suspected Childhood Cancers,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
171BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Dysentery,Dysentery (Bloody diarrhoea),ICD 10 - WHO:A08.5,,,,,Diagnosis,N/A,
14694BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Pneumonia,,ICD 10 - WHO:J18.9,,,,,Diagnosis,N/A,
21517BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,"Asthma,Diagnosis",,ICD 10 - WHO:J45.9,,,,,Diagnosis,N/A,
107966BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,"Malaria, confirmed",Confirmed malaria,ICD 10 - WHO:B53.8,,,,,Diagnosis,N/A,
81BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Ear infection,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
15673BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,MALNUTRITION,Malnutrition,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
21761BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Anaemia,Anaemia,ICD 10 - WHO:D64.9,,,,,Diagnosis,N/A,
34246BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Meningococcal Meningitis,Meningococcal Meningitis,ICD 10 - WHO:A39.0,,,,,Diagnosis,N/A,
251BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,NEONATAL SEPSIS,Neonatal Sepsis,ICD 10 - WHO:P39.9,,,,,Diagnosis,N/A,
25016BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Tetanus neonatorum,Neonatal Tetanus,ICD 10 - WHO:A33,,,,,Diagnosis,N/A,
2364BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Varicella,Chicken Pox,ICD 10 - WHO:A80.9,,,,,Diagnosis,N/A,
" 937BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB",,"Measles, Diagnosis",Measles,ICD 10 - WHO:B01.9,,,,,Diagnosis,N/A,
17390BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,"hepatitis, Diagnosis",Hepatitis,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
143BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Amoebiasis,Amoebiasis,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
33579BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Mumps,Mumps,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
160BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Typhoid fever,Typhoid fever,ICD 10 - WHO:A01.0,,,,,Diagnosis,N/A,
17555BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,SCHISTOSOMIASIS,Bilharzia (Schistosomiasis),ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
17130BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Intestinal Helminthiasis,Intestinal worms,ICD 10 - WHO:B82.0,,,,,Diagnosis,N/A,
" 40591BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB",,Eye Infection,Eye Infections,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
127BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Tonsillitis,Tonsilitis,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
12342BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Urinary tract infection,Urinary Tract Infections,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
" 87BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB",,"MENTAL DISORDERS, Diagnosis",Mental Disorders,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
88BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,DENTAL DISORDERS,Dental Disorders,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
14682BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Poisoning,,ICD 10 - WHO:T65.9,,,,,Diagnosis,N/A,
" 46259BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB",,Burns,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
26362BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Snake Bites,,ICD 10 - WHO:T63.0,,,,,Diagnosis,N/A,
189BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Dog Bites,,ICD 10 - WHO:T14.1,,,,,Diagnosis,N/A,
" 174BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB",,Epilepsy,,ICD 10 - WHO:G40.9,,,,,Diagnosis,N/A,
27480BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Rheumatic Fever,,ICD 10 - WHO:100,,,,,Diagnosis,N/A,
21160BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Brucellosis,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
27427BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Rickets,,ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
52054BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Cerebral Palsy,,ICD 10 - WHO:G80.9,,,,,Diagnosis,N/A,
22833BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,YELLOW FEVER,Yellow Fever,ICD 10 - WHO:A95.9,,,,,Diagnosis,N/A,
23185BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Viral Haemorrhagic Fever,Viral Haemorrhagic Fever,ICD 10 - WHO:A99,,,,,Diagnosis,N/A,
13845BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Rift Valley Fever,Rift valley fever,ICD 10 - WHO:A92.4,,,,,Diagnosis,N/A,
42317BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,"Dengue, Diagnosis",Dengue fever,ICD 10 - WHO:A90,,,,,Diagnosis,N/A,
16801BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Leishmaniasis,Leishmaniasis(Kalaazar),ICD 10 - WHO:B55.9,,,,,Diagnosis,N/A,
42747BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Cutaneous leishmaniasis,Cutaneous leishmaniasis,ICD 10 - WHO:B55.1,,,,,Diagnosis,N/A,
17709BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,Hypoxaemia,Hypoxaemia (Spo2<90%),ICD 10 - WHO:N/A,,,,,Diagnosis,N/A,
